Train_StationName,Suburb,Street_Name,Street_Type,Entrance_Type,Latitude,Longitude,Exit_Number,TrainStation_ID,LatLong
"Blacktown","Blacktown","First","Ave","Stairs",-33.76777702,150.9080196,3,73,"-33.76777702,150.9080196"
"Blacktown","Blacktown","First","Ave","Stairs",-33.7677336,150.9079689,3,74,"-33.7677336,150.9079689"
"Blacktown","Blacktown","First","Ave","Lift",-33.76775412,150.9079614,3,75,"-33.76775412,150.9079614"
"Blacktown","Blacktown","Jim Simpson","Lane","Stairs",-33.76894183,150.9073054,2,76,"-33.76894183,150.9073054"
"Blacktown","Blacktown","Jim Simpson","Lane","Escalators",-33.76896727,150.9072963,2,77,"-33.76896727,150.9072963"
"Blacktown","Blacktown","Old Richmond","Rd","Lift",-33.7678292,150.9071472,4,78,"-33.7678292,150.9071472"
"Blacktown","Blacktown","Patrick","St","Lift",-33.76889928,150.9070828,1,79,"-33.76889928,150.9070828"
"Blacktown","Blacktown","Patrick","St","Stairs",-33.76903303,150.9069899,1,80,"-33.76903303,150.9069899"
"Blacktown","Blacktown","Old Richmond","Rd","Stairs",-33.76779802,150.9069245,4,81,"-33.76779802,150.9069245"
"Central","Central","Elizabeth","St","Ramp",-33.88352173,151.2079563,4,163,"-33.88352173,151.2079563"
"Central","Central","Elizabeth","St","Lift",-33.88371032,151.2078995,5,164,"-33.88371032,151.2078995"
"Central","Central","Elizabeth","St","Stairs",-33.88378577,151.207862,5,165,"-33.88378577,151.207862"
"Central","Central","Eddy","Ave","Stairs",-33.88302433,151.2070762,3,166,"-33.88302433,151.2070762"
"Central","Central","Eddy","Ave","Escalators",-33.8832082,151.2070112,3,167,"-33.8832082,151.2070112"
"Central","Central","Eddy","Ave","Lift",-33.88353624,151.2069711,3,168,"-33.88353624,151.2069711"
"Central","Central","Eddy","Ave","Path",-33.88253976,151.2068849,2,169,"-33.88253976,151.2068849"
"Central","Central","Chalmers","St","Lift",-33.88541283,151.2068475,6,170,"-33.88541283,151.2068475"
"Central","Central","Chalmers","St","Escalators",-33.88544474,151.206822,6,171,"-33.88544474,151.206822"
"Central","Central","Chalmers","St","Stairs",-33.88547844,151.2067901,6,172,"-33.88547844,151.2067901"
"Central","Central","Eddy","Ave","Path",-33.88233009,151.2065038,2,173,"-33.88233009,151.2065038"
"Central","Central","Pitt","St","Path",-33.88236674,151.2058136,1,176,"-33.88236674,151.2058136"
"Central","Central","Lee","St","Path",-33.88398512,151.2042663,7,177,"-33.88398512,151.2042663"
"Clyde","Clyde","Berry","St","Ramp",-33.83554673,151.0170387,1,208,"-33.83554673,151.0170387"
"Clyde","Clyde","Factory","St","Ramp",-33.83606198,151.0165639,2,209,"-33.83606198,151.0165639"
"Martin Place","Martin Place","Macquarie","St","Stairs",-33.86796254,151.2116241,1,525,"-33.86796254,151.2116241"
"Martin Place","Martin Place","Phillip","St","Lift",-33.8677258,151.211419,4,526,"-33.8677258,151.211419"
"Martin Place","Martin Place","Phillip","St","Stairs",-33.867961,151.2113556,2,527,"-33.867961,151.2113556"
"Martin Place","Martin Place","Elizabeth","St","Stairs",-33.86770938,151.2108281,5,528,"-33.86770938,151.2108281"
"Martin Place","Martin Place","Elizabeth","St","Stairs",-33.86794917,151.2105119,6,529,"-33.86794917,151.2105119"
"Martin Place","Martin Place","Elizabeth","St","Stairs",-33.86773095,151.2102046,7,530,"-33.86773095,151.2102046"
"Town Hall","Town Hall","George","St","Stairs",-33.87317129,151.2071252,2,870,"-33.87317129,151.2071252"
"Town Hall","Town Hall","George","St","Stairs",-33.87357692,151.2070647,2,871,"-33.87357692,151.2070647"
"Town Hall","Town Hall","George","St","Lift",-33.87389408,151.2070208,2,872,"-33.87389408,151.2070208"
"Town Hall","Town Hall","George","St","Stairs",-33.87394872,151.2070088,2,873,"-33.87394872,151.2070088"
"Town Hall","Town Hall","George","St","Stairs",-33.87324335,151.2067182,5,874,"-33.87324335,151.2067182"
"Town Hall","Town Hall","George","St","Stairs",-33.87300204,151.2066961,5,875,"-33.87300204,151.2066961"
"Town Hall","Town Hall","George","St","Stairs",-33.87416617,151.2066678,4,876,"-33.87416617,151.2066678"
"Town Hall","Town Hall","George","St","Stairs",-33.87370422,151.206619,5,877,"-33.87370422,151.206619"
"Town Hall","Town Hall","Kent","St","Path",-33.87346213,151.2056759,5,878,"-33.87346213,151.2056759"
"Wynyard","Wynyard","Carrington","St","Stairs",-33.86553906,151.2063145,1,987,"-33.86553906,151.2063145"
"Wynyard","Wynyard","Carrington","St","Stairs",-33.86583394,151.2062822,1,988,"-33.86583394,151.2062822"
"Wynyard","Wynyard","Carrington","St","Path",-33.86572268,151.206269,1,989,"-33.86572268,151.206269"
"Wynyard","Wynyard","Carrington","St","Lift",-33.86570502,151.2061027,1,990,"-33.86570502,151.2061027"
"Wynyard","Wynyard","York","St","Stairs",-33.86566282,151.2059726,3,991,"-33.86566282,151.2059726"
"Wynyard","Wynyard","York","St","Stairs",-33.86575654,151.2059633,3,992,"-33.86575654,151.2059633"
"Wynyard","Wynyard","York","St","Path",-33.86560119,151.2055201,3,993,"-33.86560119,151.2055201"
"Wynyard","Wynyard","Clarence","St","Lift",-33.86572968,151.2050799,4,995,"-33.86572968,151.2050799"
"Wynyard","Wynyard","Clarence","St","Path",-33.86564376,151.2050042,4,996,"-33.86564376,151.2050042"
"Wynyard","Wynyard","Clarence","St","Stairs",-33.86562889,151.2048,4,997,"-33.86562889,151.2048"
